address,city,state,zip_code,price,bedrooms,bathrooms,square_feet,listing_date,latitude,longitude,url,walkscore,transit_score,bike_score,walkscore_error,median_income,population,white_pop,black_pop,asian_pop,hispanic_pop,competition_density,population_density_proxy,diversity_index,affordability_index,price_per_sqft,affordability_ratio,rent_premium
1244 N Bosworth Ave #2A,Chicago,IL,60642,3695.0,3.0,3.0,1500.0,1970-01-01,41.904743,-87.66659,https://www.zillow.com/homedetails/2062786059_zpid/,99.0,76.0,97.0,,131201.0,21374.0,15076.0,2067.0,1595.0,3406.0,3,7124.666666666667,0.4621773703945162,35.50771312584574,2.4633333333333334,0.3379547411986189,1072.5
1555 N Mohawk St UNIT A4,Chicago,IL,60610,1950.0,1.0,1.0,700.0,1970-01-01,41.910915,-87.64222,https://www.zillow.com/homedetails/2057111847_zpid/,93.0,85.0,90.0,,99246.0,42422.0,30940.0,5110.0,4019.0,2109.0,1,42422.0,0.442108585263204,50.89538461538461,2.7857142857142856,0.23577776434314734,-672.5
1343 N Western Ave #3,Chicago,IL,60622,3550.0,3.0,2.0,1600.0,1970-01-01,41.90616,-87.68672,https://www.zillow.com/homedetails/2077672712_zpid/,91.0,72.0,93.0,,110694.0,54650.0,41086.0,3868.0,2794.0,11270.0,6,9108.333333333334,0.3846426336103742,31.181408450704225,2.21875,0.38484470703019136,927.5
749 E 73rd St #2W,Chicago,IL,60619,1500.0,3.0,1.0,1200.0,1970-01-01,41.762047,-87.60606,https://www.zillow.com/homedetails/2078297029_zpid/,79.0,68.0,66.0,,43329.0,63481.0,809.0,60318.0,169.0,1043.0,3,21160.33333333333,0.0967297960390316,28.886,1.25,0.41542615800041544,-1122.5
2615 E 74th Pl,Chicago,IL,60649,2300.0,3.0,3.0,2200.0,1970-01-01,41.75999,-87.560074,https://www.zillow.com/homedetails/4025732_zpid/,77.0,68.0,60.0,,38026.0,48973.0,1900.0,45585.0,294.0,1409.0,2,24486.5,0.131206940822806,16.53304347826087,1.0454545454545454,0.7258191763530216,-322.5
964 E 62nd St #1,Chicago,IL,60637,1350.0,1.0,2.0,700.0,1970-01-01,41.782585,-87.601814,https://www.zillow.com/homedetails/2096872669_zpid/,78.0,75.0,70.0,,31720.0,49514.0,8031.0,36606.0,2505.0,1377.0,3,16504.666666666668,0.4237858972286115,23.496296296296297,1.9285714285714286,0.510718789407314,-1272.5
8034 S Marshfield Ave FLOOR 3,Chicago,IL,60620,1450.0,2.0,1.0,1200.0,1970-01-01,41.747444,-87.664925,https://www.zillow.com/homedetails/456244868_zpid/,79.0,62.0,60.0,,40117.0,69357.0,1157.0,65720.0,230.0,1937.0,5,13871.4,0.1010585799589965,27.66689655172414,1.2083333333333333,0.4337313358426602,-1172.5
1533 S Spaulding Ave #1,Chicago,IL,60623,1600.0,3.0,1.0,1200.0,1970-01-01,41.85988,-87.707565,https://www.zillow.com/homedetails/2099155031_zpid/,75.0,65.0,77.0,,35890.0,77352.0,22889.0,22680.0,288.0,51574.0,3,25784.0,0.3819080739065081,22.43125,1.3333333333333333,0.53496795764837,-1022.5
805 N Wabash Ave #42-2E,Chicago,IL,60611,2495.0,1.0,1.0,729.0,1970-01-01,41.896973,-87.62668,https://www.zillow.com/homedetails/456244694_zpid/,100.0,94.0,84.0,,117344.0,34562.0,24162.0,1077.0,7172.0,2232.0,1,34562.0,0.4630686622365171,47.03166332665331,3.422496570644719,0.25514725934006,-127.5
4303 N Paulina St #1,Chicago,IL,60613,3100.0,3.0,3.0,,1970-01-01,41.959965,-87.67034,https://www.zillow.com/homedetails/2069350964_zpid/,87.0,74.0,94.0,,88267.0,53282.0,41222.0,3146.0,4651.0,6124.0,3,17760.666666666668,0.3771386003518082,28.47322580645161,,0.421448559484292,477.5
7255 N Bell Ave #3,Chicago,IL,60645,2250.0,3.0,2.0,1300.0,1970-01-01,42.01386,-87.68588,https://www.zillow.com/homedetails/2105561222_zpid/,82.0,69.0,69.0,,63488.0,48585.0,24841.0,7477.0,7328.0,10050.0,2,24292.5,0.6493615277147218,28.21688888888889,1.7307692307692308,0.4252772177419355,-372.5
1763 N Wells St APT 3R,Chicago,IL,60614,1750.0,1.0,1.0,,1970-01-01,41.914726,-87.63448,https://www.zillow.com/homedetails/2057465633_zpid/,97.0,81.0,95.0,,123610.0,72119.0,59962.0,2863.0,5165.0,4411.0,4,18029.75,0.2982759109000082,70.63428571428571,,0.16988916754307903,-872.5
2046 W Charleston St APT 1R,Chicago,IL,60647,1795.0,1.0,1.0,,1970-01-01,41.92021,-87.67951,https://www.zillow.com/homedetails/2097105463_zpid/,87.0,73.0,94.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,50.124791086350974,,0.2394024940538378,-827.5
7619 N Bosworth Ave #1,Chicago,IL,60626,1849.0,1.0,1.0,790.0,1970-01-01,42.02,-87.669136,https://www.zillow.com/homedetails/62007279_zpid/,89.0,79.0,85.0,,51562.0,50295.0,26094.0,12922.0,2753.0,9694.0,3,16765.0,0.6246709223217969,27.886425094645755,2.340506329113924,0.4303169000426671,-773.5
8048 S Marshfield Ave #2,Chicago,IL,60620,2200.0,3.0,2.0,1400.0,1970-01-01,41.747078,-87.664925,https://www.zillow.com/homedetails/450324797_zpid/,77.0,61.0,61.0,,40117.0,69357.0,1157.0,65720.0,230.0,1937.0,5,13871.4,0.1010585799589965,18.235,1.5714285714285714,0.6580751302440362,-422.5
2242 N Western Ave #2F,Chicago,IL,60647,2350.0,2.0,1.0,800.0,1970-01-01,41.922913,-87.687965,https://www.zillow.com/homedetails/2078223145_zpid/,91.0,72.0,88.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,38.286808510638295,2.9375,0.3134238780092027,-272.5
2036 W Foster Ave #5C,Chicago,IL,60625,1450.0,1.0,1.0,,1970-01-01,41.97628,-87.6809,https://www.zillow.com/homedetails/456243161_zpid/,91.0,65.0,73.0,,76088.0,80028.0,46060.0,3951.0,10277.0,25898.0,3,26676.0,0.5450908149683973,52.47448275862069,,0.22868257806750078,-1172.5
2242 N Western Ave #1R,Chicago,IL,60647,2400.0,2.0,1.0,800.0,1970-01-01,41.922928,-87.687935,https://www.zillow.com/homedetails/2089696141_zpid/,91.0,72.0,88.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,37.48916666666667,3.0,0.3200924711583346,-222.5
2801 W Ardmore Ave APT 2A,Chicago,IL,60659,2700.0,3.0,2.0,1540.0,1970-01-01,41.986748,-87.69746,https://www.zillow.com/homedetails/2098626632_zpid/,85.0,55.0,81.0,,57077.0,43729.0,21319.0,3786.0,11689.0,10484.0,3,14576.333333333334,0.6258911116537121,21.13962962962963,1.7532467532467533,0.5676542214902676,77.5
2642 N Milwaukee Ave #3,Chicago,IL,60647,2095.0,2.0,1.0,1000.0,1970-01-01,41.929623,-87.70876,https://www.zillow.com/homedetails/2113437279_zpid/,96.0,74.0,98.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,42.94701670644391,2.095,0.2794140529486296,-527.5
3705 N Kedzie Ave APT 403,Chicago,IL,60618,2500.0,2.0,2.0,1250.0,1970-01-01,41.948692,-87.70753,https://www.zillow.com/homedetails/2106441870_zpid/,90.0,67.0,80.0,,91650.0,95078.0,62235.0,2661.0,6151.0,36407.0,7,13582.57142857143,0.4199467393204773,36.66,2.0,0.32733224222585927,-122.5
1430 W Walton St #2R,Chicago,IL,60642,1450.0,1.0,1.0,700.0,1970-01-01,41.89887,-87.66344,https://www.zillow.com/homedetails/2079187769_zpid/,95.0,75.0,98.0,,131201.0,21374.0,15076.0,2067.0,1595.0,3406.0,3,7124.666666666667,0.4621773703945162,90.48344827586207,2.0714285714285716,0.13262094038917385,-1172.5
1626 S Allport St #7,Chicago,IL,60608,1900.0,1.0,1.0,1600.0,1970-01-01,41.858936,-87.658035,https://www.zillow.com/homedetails/456242943_zpid/,96.0,68.0,99.0,,61490.0,83689.0,31441.0,14439.0,11599.0,39476.0,2,41844.5,0.5873822102503404,32.363157894736844,1.1875,0.37079199869897544,-722.5
2319 N Kedzie Ave #2,Chicago,IL,60623,2195.0,2.0,1.0,1000.0,1970-01-01,41.923527,-87.706604,https://www.zillow.com/homedetails/456242874_zpid/,92.0,71.0,99.0,,35890.0,77352.0,22889.0,22680.0,288.0,51574.0,3,25784.0,0.3819080739065081,16.350797266514807,2.195,0.7339091668988577,-427.5
3216 W Berteau Ave #2,Chicago,IL,60618,1700.0,1.0,1.0,844.0,1970-01-01,41.957726,-87.70899,https://www.zillow.com/homedetails/63693033_zpid/,90.0,62.0,72.0,,91650.0,95078.0,62235.0,2661.0,6151.0,36407.0,7,13582.57142857143,0.4199467393204773,53.91176470588236,2.014218009478673,0.2225859247135843,-922.5
5632 S Peoria St #2,Chicago,IL,60621,2000.0,3.0,1.0,,1970-01-01,41.791447,-87.647865,https://www.zillow.com/homedetails/456242802_zpid/,64.0,60.0,65.0,,24912.0,26538.0,945.0,24709.0,144.0,959.0,2,13269.0,0.1304867671457128,12.456,,0.9633911368015414,-622.5
5420 W Sunnyside Ave #2,Chicago,IL,60630,1725.0,1.0,1.0,905.0,1970-01-01,41.96272,-87.763245,https://www.zillow.com/homedetails/456242734_zpid/,84.0,74.0,73.0,,84220.0,55591.0,36646.0,1188.0,7239.0,14180.0,1,55591.0,0.4829675012793439,48.823188405797104,1.9060773480662982,0.2457848492044645,-897.5
2506 N Laramie Ave #2F,Chicago,IL,60639,2100.0,2.0,1.0,,1970-01-01,41.92625,-87.756584,https://www.zillow.com/homedetails/456242706_zpid/,87.0,60.0,68.0,,53197.0,89037.0,34865.0,12769.0,1879.0,66456.0,1,89037.0,0.2685610522976249,25.331904761904763,,0.4737109235483204,-522.5
1846 W School St #CH,Chicago,IL,60657,2975.0,2.0,3.0,1800.0,1970-01-01,41.941692,-87.675835,https://www.zillow.com/homedetails/2063342495_zpid/,91.0,68.0,84.0,,98457.0,72113.0,59259.0,2683.0,4833.0,6393.0,2,36056.5,0.3109885194442896,33.09478991596639,1.6527777777777777,0.36259483835583045,352.5
2325 N Kedzie Blvd,Chicago,IL,60647,3495.0,3.0,1.0,1300.0,1970-01-01,41.92366,-87.706604,https://www.zillow.com/homedetails/2132329676_zpid/,92.0,71.0,99.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,25.743633762517884,2.6884615384615387,0.4661346611243248,872.5
8416 S Cottage Grove Ave #8334-2N,Chicago,IL,60619,1039.0,1.0,1.0,650.0,1970-01-01,41.74171,-87.60532,https://www.zillow.com/homedetails/450251207_zpid/,89.0,59.0,56.0,,43329.0,63481.0,809.0,60318.0,169.0,1043.0,3,21160.33333333333,0.0967297960390316,41.70259865255053,1.5984615384615384,0.28775185210828774,-1583.5
520 S State St #1013,Chicago,IL,60605,2500.0,1.0,1.0,905.0,1970-01-01,41.875412,-87.62771,https://www.zillow.com/homedetails/101221703_zpid/,99.0,100.0,85.0,,112162.0,32077.0,20129.0,4620.0,4942.0,2841.0,3,10692.333333333334,0.5538919720082435,44.8648,2.7624309392265194,0.26747026622207165,-122.5
2333 W Chicago Ave #3,Chicago,IL,60612,2450.0,2.0,1.0,1200.0,1970-01-01,41.89555,-87.68573,https://www.zillow.com/homedetails/2078452152_zpid/,95.0,68.0,90.0,,52126.0,33908.0,9611.0,18830.0,1578.0,5119.0,2,16954.0,0.5863157671823871,21.27591836734694,2.0416666666666665,0.5640179564900434,-172.5
2023 N Kenmore Ave APT 2F,Chicago,IL,60614,1850.0,2.0,1.0,850.0,1970-01-01,41.918823,-87.65424,https://www.zillow.com/homedetails/2112003047_zpid/,95.0,79.0,87.0,,123610.0,72119.0,59962.0,2863.0,5165.0,4411.0,4,18029.75,0.2982759109000082,66.81621621621622,2.176470588235294,0.17959711997411212,-772.5
2318 W Thomas St APT 3R,Chicago,IL,60622,2300.0,1.0,1.0,606.0,1970-01-01,41.90149,-87.68539,https://www.zillow.com/homedetails/2081472745_zpid/,92.0,71.0,95.0,,110694.0,54650.0,41086.0,3868.0,2794.0,11270.0,6,9108.333333333334,0.3846426336103742,48.12782608695653,3.7953795379537953,0.24933600737167327,-322.5
1109 W 110th Pl,Chicago,IL,60643,1950.0,3.0,1.0,1100.0,1970-01-01,41.69307,-87.65095,https://www.zillow.com/homedetails/4145375_zpid/,61.0,52.0,70.0,,73285.0,49796.0,11241.0,35640.0,292.0,1817.0,2,24898.0,0.4354198506079597,37.58205128205128,1.7727272727272727,0.31930135771303814,-672.5
5351 N California Ave #2,Chicago,IL,60625,1790.0,2.0,1.0,1200.0,1970-01-01,41.979153,-87.69868,https://www.zillow.com/homedetails/3641824_zpid/,75.0,61.0,82.0,,76088.0,80028.0,46060.0,3951.0,10277.0,25898.0,3,26676.0,0.5450908149683973,42.5072625698324,1.4916666666666667,0.2823046998212596,-832.5
1136 W Wellington Ave #1,Chicago,IL,60657,2300.0,2.0,1.0,800.0,1970-01-01,41.936493,-87.65789,https://www.zillow.com/homedetails/2092929912_zpid/,88.0,83.0,86.0,,98457.0,72113.0,59259.0,2683.0,4833.0,6393.0,2,36056.5,0.3109885194442896,42.807391304347824,2.875,0.28032542124988574,-322.5
1311 W Ohio St APT 2,Chicago,IL,60642,2100.0,1.0,1.0,,1970-01-01,41.892246,-87.66003,https://www.zillow.com/homedetails/450863210_zpid/,93.0,78.0,98.0,,131201.0,21374.0,15076.0,2067.0,1595.0,3406.0,3,7124.666666666667,0.4621773703945162,62.47666666666667,,0.19207170677052765,-522.5
3905 W Schubert Ave #1,Chicago,IL,60647,2295.0,3.0,1.0,,1970-01-01,41.929745,-87.72471,https://www.zillow.com/homedetails/456241104_zpid/,68.0,67.0,80.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,39.20435729847495,,0.30608842554515747,-327.5
4323 N Damen Ave #1,Chicago,IL,60618,1950.0,2.0,1.0,1250.0,1970-01-01,41.960373,-87.67851,https://www.zillow.com/homedetails/2126744400_zpid/,96.0,70.0,93.0,,91650.0,95078.0,62235.0,2661.0,6151.0,36407.0,7,13582.57142857143,0.4199467393204773,47.0,1.56,0.2553191489361702,-672.5
1461 W 114th Pl,Chicago,IL,60643,1375.0,1.0,1.0,1000.0,1970-01-01,41.685417,-87.659096,https://www.zillow.com/homedetails/4149986_zpid/,66.0,53.0,59.0,,73285.0,49796.0,11241.0,35640.0,292.0,1817.0,2,24898.0,0.4354198506079597,53.29818181818182,1.375,0.22514839325919356,-1247.5
1920 N Winchester Ave FL 1ST,Chicago,IL,60622,2950.0,3.0,2.0,1900.0,1970-01-01,41.9166,-87.676735,https://www.zillow.com/homedetails/2088469564_zpid/,95.0,75.0,93.0,,110694.0,54650.0,41086.0,3868.0,2794.0,11270.0,6,9108.333333333334,0.3846426336103742,37.52338983050848,1.5526315789473684,0.3198005311941027,327.5
1635 W Sunnyside Ave #3E,Chicago,IL,60640,1570.0,1.0,1.0,,1970-01-01,41.963417,-87.67028,https://www.zillow.com/homedetails/2058950686_zpid/,91.0,77.0,92.0,,63660.0,67936.0,42298.0,11640.0,7319.0,9246.0,3,22645.33333333333,0.5528640309243285,40.54777070063695,,0.29594721960414705,-1052.5
2324 W Shakespeare Ave,Chicago,IL,60647,2000.0,1.0,1.0,1000.0,1970-01-01,41.920853,-87.68613,https://www.zillow.com/homedetails/2062942713_zpid/,92.0,73.0,96.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,44.987,2.0,0.26674372596527884,-622.5
2856 W Rosemont Ave APT 2,Chicago,IL,60659,1645.0,2.0,1.0,,1970-01-01,41.99576,-87.701454,https://www.zillow.com/homedetails/2146035889_zpid/,82.0,58.0,79.0,,57077.0,43729.0,21319.0,3786.0,11689.0,10484.0,3,14576.333333333334,0.6258911116537121,34.69726443768997,,0.3458485905005519,-977.5
1013 N Marshfield Ave #2F,Chicago,IL,60622,2750.0,2.0,2.0,1200.0,1970-01-01,41.900135,-87.66828,https://www.zillow.com/homedetails/2077864993_zpid/,97.0,77.0,95.0,,110694.0,54650.0,41086.0,3868.0,2794.0,11270.0,6,9108.333333333334,0.3846426336103742,40.25236363636364,2.2916666666666665,0.2981191392487398,127.5
4011 S Calumet Ave APT 1,Chicago,IL,60653,1600.0,2.0,1.0,1000.0,1970-01-01,41.821617,-87.618195,https://www.zillow.com/homedetails/448198175_zpid/,77.0,68.0,73.0,,34564.0,34519.0,2445.0,29777.0,454.0,1593.0,1,34519.0,0.248556097649427,21.6025,1.6,0.5554912625853489,-1022.5
1435 W 78th St #1,Chicago,IL,60620,1350.0,2.0,1.0,1000.0,1970-01-01,41.75221,-87.660034,https://www.zillow.com/homedetails/2060786537_zpid/,77.0,63.0,61.0,,40117.0,69357.0,1157.0,65720.0,230.0,1937.0,5,13871.4,0.1010585799589965,29.716296296296296,1.35,0.40381882992247675,-1272.5
2867 N Milwaukee Ave APT 2,Chicago,IL,60618,1700.0,2.0,1.0,700.0,1970-01-01,41.93363,-87.714325,https://www.zillow.com/homedetails/2094439477_zpid/,94.0,74.0,95.0,,91650.0,95078.0,62235.0,2661.0,6151.0,36407.0,7,13582.57142857143,0.4199467393204773,53.91176470588236,2.4285714285714284,0.2225859247135843,-922.5
3128 W Walton St UNIT 1,Chicago,IL,60622,2350.0,2.0,2.0,1400.0,1970-01-01,41.89855,-87.7054,https://www.zillow.com/homedetails/2113692508_zpid/,87.0,67.0,86.0,,110694.0,54650.0,41086.0,3868.0,2794.0,11270.0,6,9108.333333333334,0.3846426336103742,47.10382978723404,1.6785714285714286,0.254756355358014,-272.5
5820 W Berteau Ave #4,Chicago,IL,60634,1970.0,3.0,1.0,950.0,1970-01-01,41.956894,-87.772896,https://www.zillow.com/homedetails/2057732687_zpid/,78.0,57.0,52.0,,75878.0,77520.0,51440.0,2372.0,4322.0,31680.0,2,38760.0,0.3886190979976803,38.51675126903553,2.0736842105263156,0.31155275573947655,-652.5
2050 E 72nd Pl #2060-1,Chicago,IL,60649,1320.0,2.0,1.0,801.0,1970-01-01,41.76372,-87.57419,https://www.zillow.com/homedetails/2056114838_zpid/,87.0,70.0,58.0,,38026.0,48973.0,1900.0,45585.0,294.0,1409.0,2,24486.5,0.131206940822806,28.80757575757576,1.647940074906367,0.4165570925156472,-1302.5
4641 W Jackson Blvd #2N,Chicago,IL,60644,1270.0,2.0,1.0,741.0,1970-01-01,41.876606,-87.74192,https://www.zillow.com/homedetails/2055699157_zpid/,65.0,75.0,53.0,,31816.0,47630.0,2670.0,40708.0,332.0,4335.0,2,23815.0,0.2580622082996914,25.051968503937008,1.7139001349527665,0.47900427457882827,-1352.5
1307 S Wabash Ave APT 201,Chicago,IL,60605,2700.0,2.0,2.0,1200.0,1970-01-01,41.86543,-87.6252,https://www.zillow.com/homedetails/62014781_zpid/,95.0,98.0,93.0,,112162.0,32077.0,20129.0,4620.0,4942.0,2841.0,3,10692.333333333334,0.5538919720082435,41.54148148148148,2.25,0.2888678875198374,77.5
5319 S Harper Ave APT 1,Chicago,IL,60615,2800.0,3.0,2.0,1407.0,1970-01-01,41.798824,-87.58863,https://www.zillow.com/homedetails/80820343_zpid/,96.0,66.0,97.0,,51179.0,41767.0,12933.0,22360.0,3524.0,2205.0,1,41767.0,0.6076127030258431,18.278214285714284,1.9900497512437811,0.6565192754840853,177.5
3655 N Troy St #2,Chicago,IL,60618,2400.0,2.0,1.0,1200.0,1970-01-01,41.94831,-87.70629,https://www.zillow.com/homedetails/456238235_zpid/,86.0,66.0,80.0,,91650.0,95078.0,62235.0,2661.0,6151.0,36407.0,7,13582.57142857143,0.4199467393204773,38.1875,2.0,0.3142389525368249,-222.5
6400 N Northwest Hwy APT 305,Chicago,IL,60631,2550.0,2.0,2.0,1691.0,1970-01-01,41.996765,-87.807076,https://www.zillow.com/homedetails/87696673_zpid/,71.0,43.0,67.0,,103588.0,30589.0,25605.0,401.0,1262.0,4491.0,2,15294.5,0.2758918225811131,40.62274509803922,1.5079834417504436,0.29540101170019695,-72.5
2320 W Garfield Blvd APT 204,Chicago,IL,60609,1760.0,2.0,1.0,,1970-01-01,41.794117,-87.68205,https://www.zillow.com/homedetails/456238028_zpid/,63.0,59.0,62.0,,43048.0,61861.0,21452.0,14914.0,3938.0,33408.0,1,61861.0,0.525915669684189,24.45909090909091,,0.4906151272997584,-862.5
1724 W Jonquil Ter APT 1B,Chicago,IL,60626,1200.0,1.0,1.0,,1970-01-01,42.02133,-87.674034,https://www.zillow.com/homedetails/2116182775_zpid/,89.0,80.0,89.0,,51562.0,50295.0,26094.0,12922.0,2753.0,9694.0,3,16765.0,0.6246709223217969,42.96833333333333,,0.2792754353981614,-1422.5
11006 S Union Ave,Chicago,IL,60628,1800.0,2.0,1.0,,1970-01-01,41.693916,-87.64035,https://www.zillow.com/homedetails/4142681_zpid/,70.0,51.0,60.0,,46665.0,64489.0,2467.0,59680.0,87.0,2775.0,2,32244.5,0.1402640359822391,25.925,,0.46287367405978785,-822.5
6427 S Drexel Ave #2,Chicago,IL,60637,1860.0,3.0,1.0,1150.0,1970-01-01,41.777786,-87.60246,https://www.zillow.com/homedetails/456237974_zpid/,77.0,76.0,75.0,,31720.0,49514.0,8031.0,36606.0,2505.0,1377.0,3,16504.666666666668,0.4237858972286115,17.053763440860216,1.617391304347826,0.7036569987389659,-762.5
6109 S Normal Blvd,Chicago,IL,60621,1350.0,2.0,1.0,,1970-01-01,41.783146,-87.63734,https://www.zillow.com/homedetails/2060683173_zpid/,63.0,73.0,54.0,,24912.0,26538.0,945.0,24709.0,144.0,959.0,2,13269.0,0.1304867671457128,18.453333333333333,,0.6502890173410405,-1272.5
8058 S Hermitage Ave #G,Chicago,IL,60620,1200.0,2.0,1.0,,1970-01-01,41.74683,-87.667366,https://www.zillow.com/homedetails/456237915_zpid/,72.0,61.0,61.0,,40117.0,69357.0,1157.0,65720.0,230.0,1937.0,5,13871.4,0.1010585799589965,33.43083333333333,,0.35895007104220156,-1422.5
4641 N Ashland Ave #308,Chicago,IL,60640,2275.0,1.0,1.0,737.0,1970-01-01,41.966488,-87.66884,https://www.zillow.com/homedetails/386223723_zpid/,94.0,79.0,91.0,,63660.0,67936.0,42298.0,11640.0,7319.0,9246.0,3,22645.33333333333,0.5528640309243285,27.982417582417582,3.0868385345997287,0.4288407163053723,-347.5
1131 E 79th Pl #1W,Chicago,IL,60619,1355.0,2.0,1.0,,1970-01-01,41.750263,-87.59637,https://www.zillow.com/homedetails/2071663024_zpid/,80.0,65.0,55.0,,43329.0,63481.0,809.0,60318.0,169.0,1043.0,3,21160.33333333333,0.0967297960390316,31.97712177121771,,0.37526829606037526,-1267.5
5716 W Washington Blvd #WW-206,Chicago,IL,60644,1425.0,3.0,1.0,1375.0,1970-01-01,41.882317,-87.769196,https://www.zillow.com/homedetails/456237840_zpid/,75.0,71.0,57.0,,31816.0,47630.0,2670.0,40708.0,332.0,4335.0,2,23815.0,0.2580622082996914,22.32701754385965,1.0363636363636364,0.5374654262006537,-1197.5
