address,city,state,zip_code,price,bedrooms,bathrooms,square_feet,listing_date,latitude,longitude,url,walkscore,transit_score,bike_score,walkscore_error,median_income,population,white_pop,black_pop,asian_pop,hispanic_pop,competition_density,population_density_proxy,diversity_index,affordability_index,price_per_sqft,affordability_ratio,rent_premium
2356 S Drake Ave #2,Chicago,IL,60623,1495.0,3.0,1.0,1000.0,1970-01-01,41.848057,-87.71368,https://www.zillow.com/homedetails/2061256704_zpid/,85.0,67.0,80.0,,35890.0,77352.0,22889.0,22680.0,288.0,51574.0,3,25784.0,0.3819080739065081,24.006688963210703,1.495,0.49986068542769574,-1127.5
4911-17 N Whipple St #4913-2A,Chicago,IL,60625,1325.0,1.0,1.0,650.0,1970-01-01,41.970875,-87.7047,https://www.zillow.com/homedetails/363540524_zpid/,67.0,61.0,89.0,,76088.0,80028.0,46060.0,3951.0,10277.0,25898.0,3,26676.0,0.5450908149683973,57.42490566037736,2.0384615384615383,0.20896856271685416,-1297.5
3054 W Berteau Ave #3,Chicago,IL,60618,1350.0,1.0,1.0,,1970-01-01,41.957718,-87.70536,https://www.zillow.com/homedetails/2128476919_zpid/,82.0,58.0,76.0,,91650.0,95078.0,62235.0,2661.0,6151.0,36407.0,7,13582.57142857143,0.4199467393204773,67.88888888888889,,0.176759410801964,-1272.5
6302 N Oakley Ave #G,Chicago,IL,60659,1350.0,1.0,1.0,,1970-01-01,41.996147,-87.68767,https://www.zillow.com/homedetails/2058008681_zpid/,76.0,54.0,68.0,,57077.0,43729.0,21319.0,3786.0,11689.0,10484.0,3,14576.333333333334,0.6258911116537121,42.27925925925926,,0.2838271107451338,-1272.5
4518-4522 N Greenview Ave #17278767,Chicago,IL,60640,1480.0,1.0,1.0,,1970-01-01,41.964363,-87.66775,https://www.zillow.com/homedetails/363558256_zpid/,93.0,79.0,92.0,,63660.0,67936.0,42298.0,11640.0,7319.0,9246.0,3,22645.33333333333,0.5528640309243285,43.01351351351352,,0.27898209236569277,-1142.5
39 N Aberdeen St APT 5S,Chicago,IL,60607,6400.0,3.0,3.0,2082.0,1970-01-01,41.882698,-87.65382,https://www.zillow.com/homedetails/2088325886_zpid/,98.0,86.0,92.0,,109634.0,29990.0,16844.0,3742.0,6724.0,2743.0,1,29990.0,0.6103412430129816,17.1303125,3.073967339097022,0.7005126146998194,3777.5
2162 N Bell Ave #1R,Chicago,IL,60647,3100.0,3.0,2.0,1200.0,1970-01-01,41.92173,-87.684,https://www.zillow.com/homedetails/456237148_zpid/,87.0,72.0,94.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,29.02387096774193,2.5833333333333335,0.41345277524618224,477.5
6572 N Northwest Hwy APT 2S,Chicago,IL,60631,1900.0,2.0,2.0,1050.0,1970-01-01,42.00012,-87.81245,https://www.zillow.com/homedetails/452279241_zpid/,85.0,46.0,70.0,,103588.0,30589.0,25605.0,401.0,1262.0,4491.0,2,15294.5,0.2758918225811131,54.52,1.8095238095238095,0.22010271460014674,-722.5
6048 S Eberhart Ave #3,Chicago,IL,60637,2500.0,3.0,2.0,1300.0,1970-01-01,41.77477,-87.61308,https://www.zillow.com/homedetails/455593261_zpid/,71.0,77.0,81.0,,31720.0,49514.0,8031.0,36606.0,2505.0,1377.0,3,16504.666666666668,0.4237858972286115,12.688,1.9230769230769231,0.9457755359394704,-122.5
710 S Claremont Ave #1,Chicago,IL,60612,2250.0,3.0,1.0,1500.0,1970-01-01,41.872723,-87.685356,https://www.zillow.com/homedetails/2080240189_zpid/,85.0,74.0,89.0,,52126.0,33908.0,9611.0,18830.0,1578.0,5119.0,2,16954.0,0.5863157671823871,23.16711111111111,1.5,0.5179756743275908,-372.5
6436 W Leavitt St #2,Chicago,IL,60645,1550.0,2.0,1.0,750.0,1970-01-01,41.999023,-87.68539,https://www.zillow.com/homedetails/2069541757_zpid/,89.0,54.0,67.0,,63488.0,48585.0,24841.0,7477.0,7328.0,10050.0,2,24292.5,0.6493615277147218,40.96,2.066666666666667,0.29296875,-1072.5
8514 S Summit Ave APT 1,Chicago,IL,60620,1200.0,2.0,1.0,,1970-01-01,41.739086,-87.64437,https://www.zillow.com/homedetails/456236515_zpid/,64.0,60.0,71.0,,40117.0,69357.0,1157.0,65720.0,230.0,1937.0,5,13871.4,0.1010585799589965,33.43083333333333,,0.35895007104220156,-1422.5
3950 W Roscoe St APT 1B,Chicago,IL,60618,1260.0,1.0,1.0,700.0,1970-01-01,41.943134,-87.72696,https://www.zillow.com/homedetails/451034713_zpid/,92.0,71.0,68.0,,91650.0,95078.0,62235.0,2661.0,6151.0,36407.0,7,13582.57142857143,0.4199467393204773,72.73809523809524,1.8,0.16497545008183306,-1362.5
10012 S King Dr,Chicago,IL,60628,900.0,1.0,1.0,,1970-01-01,41.71234,-87.61429,https://www.zillow.com/homedetails/2063225077_zpid/,64.0,74.0,62.0,,46665.0,64489.0,2467.0,59680.0,87.0,2775.0,2,32244.5,0.1402640359822391,51.85,,0.23143683702989393,-1722.5
1763 N Wells St APT 3F,Chicago,IL,60614,1750.0,1.0,1.0,700.0,1970-01-01,41.91472,-87.634476,https://www.zillow.com/homedetails/2092026021_zpid/,97.0,81.0,95.0,,123610.0,72119.0,59962.0,2863.0,5165.0,4411.0,4,18029.75,0.2982759109000082,70.63428571428571,2.5,0.16988916754307903,-872.5
1737 W Wallen Ave APT 1,Chicago,IL,60626,2280.0,3.0,2.0,1500.0,1970-01-01,42.00232,-87.67422,https://www.zillow.com/homedetails/2058519584_zpid/,91.0,70.0,90.0,,51562.0,50295.0,26094.0,12922.0,2753.0,9694.0,3,16765.0,0.6246709223217969,22.61491228070176,1.52,0.5306233272565067,-342.5
741 W Waveland Ave APT 1,Chicago,IL,60613,4500.0,3.0,2.0,1800.0,1970-01-01,41.94911,-87.64795,https://www.zillow.com/homedetails/2090095100_zpid/,97.0,83.0,89.0,,88267.0,53282.0,41222.0,3146.0,4651.0,6124.0,3,17760.666666666668,0.3771386003518082,19.61488888888889,2.5,0.611780166993327,1877.5
1240 N Paulina St,Chicago,IL,60622,2150.0,2.0,1.0,1000.0,1970-01-01,41.90463,-87.67054,https://www.zillow.com/homedetails/2069333367_zpid/,97.0,77.0,97.0,,110694.0,54650.0,41086.0,3868.0,2794.0,11270.0,6,9108.333333333334,0.3846426336103742,51.48558139534884,2.15,0.2330749634126511,-472.5
1544 W Thorndale Ave APT 1,Chicago,IL,60660,2575.0,2.0,2.0,1350.0,1970-01-01,41.990177,-87.66924,https://www.zillow.com/homedetails/62008427_zpid/,94.0,70.0,84.0,,56090.0,44972.0,26248.0,6438.0,6163.0,7934.0,2,22486.0,0.5889522018815878,21.78252427184466,1.9074074074074074,0.5509003387413086,-47.5
2317 W Medill Ave #G,Chicago,IL,60647,2200.0,2.0,1.0,900.0,1970-01-01,41.923943,-87.68597,https://www.zillow.com/homedetails/2062499024_zpid/,86.0,71.0,87.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,40.89727272727273,2.4444444444444446,0.29341809856180673,-422.5
124 W Polk St APT 203,Chicago,IL,60605,2300.0,1.0,1.0,1006.0,1970-01-01,41.87225,-87.63118,https://www.zillow.com/homedetails/3871445_zpid/,99.0,100.0,89.0,,112162.0,32077.0,20129.0,4620.0,4942.0,2841.0,3,10692.333333333334,0.5538919720082435,48.76608695652174,2.286282306163022,0.24607264492430592,-322.5
2877 S Throop St #2F,Chicago,IL,60608,1900.0,3.0,2.0,1050.0,1970-01-01,41.84179,-87.65227,https://www.zillow.com/homedetails/456235341_zpid/,80.0,62.0,87.0,,61490.0,83689.0,31441.0,14439.0,11599.0,39476.0,2,41844.5,0.5873822102503404,32.363157894736844,1.8095238095238095,0.37079199869897544,-722.5
6336 N Magnolia Ave #2,Chicago,IL,60660,1900.0,2.0,1.0,,1970-01-01,41.997433,-87.662125,https://www.zillow.com/homedetails/2094773611_zpid/,95.0,73.0,90.0,,56090.0,44972.0,26248.0,6438.0,6163.0,7934.0,2,22486.0,0.5889522018815878,29.521052631578947,,0.4064895703333928,-722.5
9647 S Ave N #1,Chicago,IL,60617,1550.0,2.0,1.0,650.0,1970-01-01,41.719944,-87.53857,https://www.zillow.com/homedetails/401751070_zpid/,42.0,41.0,77.0,,46156.0,84193.0,22859.0,45084.0,254.0,33740.0,1,84193.0,0.478934436790345,29.77806451612903,2.3846153846153846,0.4029811942109368,-1072.5
2507 N Sawyer Ave #2R,Chicago,IL,60647,1850.0,1.0,1.0,700.0,1970-01-01,41.92681,-87.70889,https://www.zillow.com/homedetails/456063215_zpid/,93.0,73.0,98.0,,89974.0,85564.0,58385.0,5701.0,3658.0,32028.0,10,8556.4,0.3880122740500696,48.6345945945946,2.642857142857143,0.24673794651788294,-772.5
946 N Harding Ave,Chicago,IL,60651,1600.0,2.0,1.0,1500.0,1970-01-01,41.898563,-87.72531,https://www.zillow.com/homedetails/2076988442_zpid/,68.0,63.0,66.0,,44549.0,64638.0,12721.0,35016.0,233.0,25519.0,2,32319.0,0.5119236304206798,27.843125,1.0666666666666667,0.4309861051875463,-1022.5
2021 N Halsted St #A,Chicago,IL,60614,8000.0,2.0,3.0,1850.0,1970-01-01,41.919254,-87.64819,https://www.zillow.com/homedetails/2075897031_zpid/,98.0,79.0,91.0,,123610.0,72119.0,59962.0,2863.0,5165.0,4411.0,4,18029.75,0.2982759109000082,15.45125,4.324324324324325,0.776636194482647,5377.5
1258 N Kedzie Ave APT 2,Chicago,IL,60651,1975.0,3.0,1.0,1300.0,1970-01-01,41.904526,-87.70721,https://www.zillow.com/homedetails/2124262142_zpid/,71.0,66.0,80.0,,44549.0,64638.0,12721.0,35016.0,233.0,25519.0,2,32319.0,0.5119236304206798,22.55645569620253,1.5192307692307692,0.5319984735908775,-647.5
426 1/2 Arnaz Dr,Los Angeles,CA,90048,8500.0,3.0,3.0,1490.0,1970-01-01,34.07131,-118.38243,https://www.zillow.com/homedetails/452930809_zpid/,92.0,65.0,76.0,,102567.0,20504.0,16274.0,781.0,1465.0,1585.0,1,20504.0,0.3575107472154306,12.066705882352942,5.704697986577181,0.9944719061686508,5877.5
13558 Moorpark St APT 9,Sherman Oaks,CA,91423,2699.0,2.0,2.0,850.0,1970-01-01,34.1501,-118.4289,https://www.zillow.com/homedetails/2112813126_zpid/,89.0,43.0,56.0,,97727.0,31901.0,24497.0,1273.0,1980.0,4228.0,1,31901.0,0.3873086627686507,36.20859577621341,3.175294117647059,0.3314130178967941,76.5
455 N Genesee Ave #104,Los Angeles,CA,90036,2450.0,1.0,1.0,800.0,1970-01-01,34.079754,-118.35869,https://www.zillow.com/homedetails/455126899_zpid/,96.0,54.0,69.0,,87868.0,37596.0,23600.0,1934.0,7529.0,4614.0,1,37596.0,0.5481474203356145,35.86448979591837,3.0625,0.3345927982883416,-172.5
14916 Wyandotte St,Van Nuys,CA,91405,3000.0,2.0,1.0,750.0,1970-01-01,34.2029,-118.45808,https://www.zillow.com/homedetails/456245571_zpid/,73.0,53.0,63.0,,54391.0,55751.0,21666.0,2714.0,4482.0,34249.0,1,55751.0,0.462750902471113,18.130333333333333,4.0,0.661874207129856,377.5
2011 W 66th St,Los Angeles,CA,90047,2900.0,2.0,2.0,930.0,1970-01-01,33.97923,-118.313774,https://www.zillow.com/homedetails/2070472646_zpid/,68.0,54.0,50.0,,62399.0,51494.0,8020.0,28625.0,464.0,20268.0,1,51494.0,0.5117278236866195,21.516896551724138,3.118279569892473,0.557701245212263,277.5
7017 Ramsgate Pl,Los Angeles,CA,90045,2150.0,1.0,1.0,600.0,1970-01-01,33.973797,-118.37338,https://www.zillow.com/homedetails/456245458_zpid/,78.0,36.0,41.0,,115943.0,41411.0,24341.0,4192.0,5962.0,8095.0,1,41411.0,0.5853147864998989,53.92697674418605,3.5833333333333335,0.22252313636873292,-472.5
4836 Swinton Ave,Encino,CA,91436,6000.0,4.0,3.0,2150.0,1970-01-01,34.1584,-118.484634,https://www.zillow.com/homedetails/19980916_zpid/,58.0,39.0,50.0,,157898.0,16970.0,14339.0,299.0,655.0,1455.0,1,16970.0,0.2768882519639324,26.316333333333333,2.7906976744186047,0.45599057619475863,3377.5
5518 Via Marisol,Los Angeles,CA,90042,6200.0,4.0,2.0,1800.0,1970-01-01,34.10466,-118.18585,https://www.zillow.com/homedetails/20692686_zpid/,74.0,54.0,66.0,,81853.0,59658.0,23500.0,1270.0,8264.0,35024.0,2,29829.0,0.4805290274132998,13.202096774193548,3.4444444444444446,0.908946526089453,3577.5
3682 Berry Dr,Studio City,CA,91604,5995.0,3.0,3.0,1960.0,1970-01-01,34.13692,-118.378044,https://www.zillow.com/homedetails/20030656_zpid/,27.0,44.0,16.0,,124271.0,32680.0,24933.0,1329.0,2650.0,3709.0,4,8170.0,0.396806622468685,20.72910758965805,3.058673469387755,0.5788961221845804,3372.5
662 Loring Ave,Los Angeles,CA,90024,15000.0,5.0,5.0,3522.0,1970-01-01,34.068783,-118.43504,https://www.zillow.com/homedetails/20526050_zpid/,44.0,71.0,45.0,,67422.0,50611.0,29098.0,2050.0,13106.0,6945.0,1,50611.0,0.5819217181688539,4.4948,4.258943781942079,2.6697517130906827,12377.5
3739 Barry Ave,Los Angeles,CA,90066,20000.0,4.0,3.0,2254.0,1970-01-01,34.008858,-118.42678,https://www.zillow.com/homedetails/20448352_zpid/,75.0,51.0,86.0,,90983.0,54913.0,33260.0,2742.0,7985.0,14950.0,4,13728.25,0.53538786430103,4.54915,8.873114463176575,2.6378554235406613,17377.5
11247 Briarcliff Ln,Studio City,CA,91604,18900.0,4.0,7.0,6673.0,1970-01-01,34.126377,-118.38086,https://www.zillow.com/homedetails/20031869_zpid/,0.0,22.0,8.0,,124271.0,32680.0,24933.0,1329.0,2650.0,3709.0,4,8170.0,0.396806622468685,6.575185185185185,2.8323093061591487,1.8250436545935897,16277.5
4331 Gateway Ave #2,Los Angeles,CA,90029,3200.0,2.0,1.0,900.0,1970-01-01,34.094864,-118.28404,https://www.zillow.com/homedetails/2070267976_zpid/,93.0,68.0,73.0,,50822.0,35037.0,11945.0,1372.0,5524.0,18749.0,4,8759.25,0.5710258321309525,15.881875,3.5555555555555554,0.7555782928652945,577.5
4331 Burns Ave,Los Angeles,CA,90029,3795.0,2.0,1.0,875.0,1970-01-01,34.087986,-118.28807,https://www.zillow.com/homedetails/250337670_zpid/,92.0,69.0,81.0,,50822.0,35037.0,11945.0,1372.0,5524.0,18749.0,4,8759.25,0.5710258321309525,13.391831357048748,4.337142857142857,0.8960686316949352,1172.5
12831 Panama St,Los Angeles,CA,90066,4200.0,2.0,1.0,864.0,1970-01-01,33.985146,-118.42674,https://www.zillow.com/homedetails/20441598_zpid/,72.0,46.0,89.0,,90983.0,54913.0,33260.0,2742.0,7985.0,14950.0,4,13728.25,0.53538786430103,21.66261904761905,4.861111111111111,0.5539496389435389,1577.5
740 N Alfred St APT 204,West Hollywood,CA,90069,3600.0,2.0,2.0,1000.0,1970-01-01,34.08483,-118.37514,https://www.zillow.com/homedetails/454153676_zpid/,93.0,62.0,63.0,,98440.0,20185.0,16332.0,557.0,1455.0,1693.0,1,20185.0,0.3323394788447141,27.344444444444445,3.6,0.4388459975619667,977.5
15955 Vanowen St APT 10,Van Nuys,CA,91406,1571.0,1.0,1.0,,1970-01-01,34.194256,-118.48113,https://www.zillow.com/homedetails/456244009_zpid/,69.0,47.0,56.0,,64875.0,54404.0,21652.0,2646.0,3994.0,31404.0,1,54404.0,0.5006500233494533,41.29535327816677,,0.29058959537572254,-1051.5
7135 Hollywood Blvd APT 205,Los Angeles,CA,90046,3550.0,1.0,2.0,954.0,1970-01-01,34.102,-118.34652,https://www.zillow.com/homedetails/20792680_zpid/,94.0,60.0,39.0,,77162.0,48749.0,35153.0,2825.0,3224.0,7386.0,2,24374.5,0.4493244354748231,21.735774647887325,3.7211740041928723,0.5520852232964413,927.5
417 S Barrington Ave #C0D3075AA,Los Angeles,CA,90049,6195.0,3.0,3.0,,1970-01-01,34.060238,-118.468765,https://www.zillow.com/homedetails/2066713103_zpid/,76.0,43.0,35.0,,143000.0,35853.0,29244.0,480.0,2546.0,2825.0,4,8963.25,0.3232618441304684,23.08313155770783,,0.5198601398601399,3572.5
1515 S Orange Grove Ave,Los Angeles,CA,90019,4150.0,2.0,2.0,1225.0,1970-01-01,34.04907,-118.36628,https://www.zillow.com/homedetails/2105037122_zpid/,85.0,57.0,68.0,,61616.0,61061.0,19471.0,10822.0,10762.0,26817.0,4,15265.25,0.6429590886888494,14.847228915662653,3.3877551020408165,0.8082316281485329,1527.5
1731 S Burlington Ave #1733-1/2,Los Angeles,CA,90006,2500.0,2.0,1.0,850.0,1970-01-01,34.04065,-118.28237,https://www.zillow.com/homedetails/440666734_zpid/,91.0,71.0,79.0,,41068.0,57136.0,16801.0,1897.0,10531.0,41465.0,1,57136.0,0.3517825658751411,16.4272,2.9411764705882355,0.7304957631245739,-122.5
1246 N Mansfield Ave #6,Los Angeles,CA,90038,2450.0,2.0,2.0,1100.0,1970-01-01,34.09395,-118.34012,https://www.zillow.com/homedetails/456242935_zpid/,96.0,65.0,70.0,,51096.0,27995.0,11827.0,1896.0,1873.0,14151.0,1,27995.0,0.5569442352835121,20.855510204081632,2.227272727272727,0.575387505871301,-172.5
12002 Hart St #2,North Hollywood,CA,91605,2100.0,2.0,1.0,,1970-01-01,34.197285,-118.39451,https://www.zillow.com/homedetails/456242891_zpid/,78.0,52.0,74.0,,56403.0,52661.0,26283.0,1333.0,3966.0,32276.0,2,26330.5,0.3689404478634085,26.85857142857143,,0.44678474549226105,-522.5
4810 Mascot St #4812,Los Angeles,CA,90019,3995.0,3.0,3.0,1184.0,1970-01-01,34.040596,-118.34396,https://www.zillow.com/homedetails/456242806_zpid/,87.0,55.0,47.0,,61616.0,61061.0,19471.0,10822.0,10762.0,26817.0,4,15265.25,0.6429590886888494,15.423279098873593,3.3741554054054053,0.7780446637237082,1372.5
7417 Sunnybrae Ave,Winnetka,CA,91306,1250.0,1.0,1.0,400.0,1970-01-01,34.20526,-118.58114,https://www.zillow.com/homedetails/19911663_zpid/,57.0,41.0,54.0,,77597.0,49260.0,17687.0,1824.0,9074.0,24072.0,4,12315.0,0.596976541898457,62.0776,3.125,0.1933064422593657,-1372.5
6328 Mary Ellen Ave,Van Nuys,CA,91401,2690.0,1.0,1.0,650.0,1970-01-01,34.185642,-118.41911,https://www.zillow.com/homedetails/2053065634_zpid/,77.0,46.0,68.0,,65458.0,38974.0,22272.0,2175.0,1957.0,16550.0,3,12991.333333333334,0.4874792876129392,24.333828996282527,4.138461538461539,0.4931406397995661,67.5
344 S Hobart Blvd APT 10,Los Angeles,CA,90020,1800.0,1.0,1.0,550.0,1970-01-01,34.06768,-118.305,https://www.zillow.com/homedetails/453462630_zpid/,95.0,78.0,66.0,,51013.0,38124.0,7633.0,2624.0,16918.0,12991.0,1,38124.0,0.6421365221083704,28.34055555555556,3.272727272727273,0.42342148079901204,-822.5
8101 Sunnybrae Ave,Winnetka,CA,91306,4500.0,3.0,2.0,1572.0,1970-01-01,34.217083,-118.581116,https://www.zillow.com/homedetails/19908768_zpid/,36.0,42.0,42.0,,77597.0,49260.0,17687.0,1824.0,9074.0,24072.0,4,12315.0,0.596976541898457,17.243777777777776,2.8625954198473282,0.6959031921337165,1877.5
1875 S Beverly Glen Blvd APT 106,Los Angeles,CA,90025,5650.0,2.0,3.0,1644.0,1970-01-01,34.055347,-118.42356,https://www.zillow.com/homedetails/20498232_zpid/,87.0,59.0,54.0,,100453.0,44608.0,27694.0,1523.0,10466.0,5936.0,1,44608.0,0.54064902031891,17.77929203539823,3.4367396593673964,0.6749425104277622,3027.5
374 N Avenue 57,Los Angeles,CA,90042,2500.0,2.0,1.0,850.0,1970-01-01,34.11382,-118.194496,https://www.zillow.com/homedetails/2073011527_zpid/,90.0,63.0,37.0,,81853.0,59658.0,23500.0,1270.0,8264.0,35024.0,2,29829.0,0.4805290274132998,32.7412,2.9411764705882355,0.3665106960038117,-122.5
846 Silver Lake Blvd,Los Angeles,CA,90026,5900.0,2.0,3.0,1209.0,1970-01-01,34.0814,-118.27381,https://www.zillow.com/homedetails/20745415_zpid/,91.0,56.0,45.0,,70436.0,65921.0,26122.0,2279.0,9800.0,32695.0,3,21973.666666666668,0.5736917741990324,11.938305084745762,4.880066170388751,1.0051678119143619,3277.5
2109 1/2 W 54th St #2109-1/2,Los Angeles,CA,90062,2400.0,2.0,1.0,850.0,1970-01-01,33.993378,-118.31638,https://www.zillow.com/homedetails/456241983_zpid/,75.0,55.0,67.0,,56500.0,34277.0,8467.0,9967.0,641.0,22367.0,1,34277.0,0.4282768997049482,23.541666666666668,2.823529411764706,0.5097345132743363,-222.5
4455 Los Feliz Blvd APT 407,Los Angeles,CA,90027,4500.0,2.0,1.0,992.0,1970-01-01,34.11262,-118.28644,https://www.zillow.com/homedetails/20809181_zpid/,83.0,51.0,52.0,,78356.0,44678.0,29049.0,1223.0,5515.0,10065.0,1,44678.0,0.5105215233747009,17.412444444444443,4.536290322580645,0.6891622849558425,1877.5
1104 Casiano Rd,Los Angeles,CA,90049,10450.0,4.0,4.0,2750.0,1970-01-01,34.08096,-118.46905,https://www.zillow.com/homedetails/20528677_zpid/,25.0,40.0,9.0,,143000.0,35853.0,29244.0,480.0,2546.0,2825.0,4,8963.25,0.3232618441304684,13.68421052631579,3.8,0.8769230769230769,7827.5
3018 Stocker St #8,Los Angeles,CA,90008,2039.0,1.0,1.0,620.0,1970-01-01,34.00737,-118.32675,https://www.zillow.com/homedetails/451072856_zpid/,86.0,54.0,52.0,,49379.0,31046.0,3221.0,20459.0,1298.0,7187.0,1,31046.0,0.4996304036118263,24.21726336439431,3.2887096774193547,0.4955142874501306,-583.5
10000 Santa Monica Blvd #2445807,Los Angeles,CA,90067,13700.0,2.0,3.0,1577.0,1970-01-01,34.06364,-118.41437,https://www.zillow.com/homedetails/453543063_zpid/,95.0,62.0,51.0,,109704.0,2483.0,1774.0,56.0,465.0,128.0,1,2483.0,0.4513118525344067,8.007591240875913,8.687381103360812,1.4985779916867206,11077.5
3934 Alonzo Ave #1,Encino,CA,91316,1695.0,1.0,1.0,520.0,1970-01-01,34.142788,-118.525635,https://www.zillow.com/homedetails/2053608822_zpid/,8.0,0.0,2.0,,79858.0,28182.0,22201.0,658.0,1981.0,4331.0,1,28182.0,0.3503110498428403,47.11386430678466,3.2596153846153846,0.25470209622079193,-927.5
110 N Barrington Ave,Los Angeles,CA,90049,12000.0,5.0,5.0,5200.0,1970-01-01,34.065903,-118.47046,https://www.zillow.com/homedetails/20547175_zpid/,65.0,42.0,36.0,,143000.0,35853.0,29244.0,480.0,2546.0,2825.0,4,8963.25,0.3232618441304684,11.916666666666666,2.3076923076923075,1.006993006993007,9377.5
153 W 51st St #A,Los Angeles,CA,90037,1950.0,1.0,1.0,,1970-01-01,33.99677,-118.2758,https://www.zillow.com/homedetails/20617668_zpid/,78.0,58.0,80.0,,45128.0,68885.0,22419.0,11413.0,747.0,54911.0,2,34442.5,0.231078202070497,23.1425641025641,,0.5185250842049282,-672.5
7310 Lindley Ave,Reseda,CA,91335,3300.0,2.0,1.0,750.0,1970-01-01,34.203384,-118.526985,https://www.zillow.com/homedetails/19916517_zpid/,83.0,46.0,61.0,,68163.0,78205.0,33097.0,2810.0,10038.0,41585.0,1,78205.0,0.5203775973975502,20.655454545454543,4.4,0.5809603450552352,677.5
3647  Jasmine Ave. #104,Los Angeles,CA,90034,2400.0,1.0,1.0,715.0,1970-01-01,34.024677,-118.40458,https://www.zillow.com/homedetails/2101932972_zpid/,88.0,62.0,85.0,,88490.0,53321.0,25577.0,5050.0,10840.0,13887.0,5,10664.2,0.6517780995083579,36.87083333333333,3.3566433566433567,0.32546050401175275,-222.5
